accoglienza.sale_meeting,consolato.orari.apertura,cap,consolato.console,agenzia.intestazione,accoglienza.direttore,accoglienza.residences,id,tipi_specifici,divertimento-e-ristoro.orari.note,accoglienza.descrizione,accoglienza.stelle,divertimento-e-ristoro.cucina,consolato.pec,citta,fax,indirizzo,telefono,web,consolato.orari.note,divertimento-e-ristoro.orari.apertura,tipi,divertimento-e-ristoro.orari.giorni,consolato.orari.giorni,consolato.stato,email,divertimento-e-ristoro.orari.chiusura,accoglienza.gestione,accoglienza.camere,nome,divertimento-e-ristoro.informazioni,consolato.orari.chiusura,mobile
,,90133,,,,,122,affittacamere,,"Nel cuore del centro storico di Palermo, a pochi passi dai principali monumenti e luoghi di ritrovo della vita notturna, Palazzo Savona offre ai suoi ospiti una accoglienza amichevole ed informale all'interno di una antica dimora Liberty recentemente restaurata. Tutte le stanze, ampie e luminose sono dotate di climatizzazione, TV digitale terrestre, Internet wireless e balcone privato con sorprendente vista sulle vie del centro. Nella spaziosa sala comune ?? possibile vedere film, fermarsi a leggere un libro o semplicemente prendere un caff??.",2,,,Palermo,,Palazzo Savona,0916114731,http://www.palazzosavona.com,,,accoglienza,,,,info@palazzosavona.com,,,6,Palazzo Savona,,,3394056220 - 3401530435
,,90141,,,,,121,affittacamere,,"Palazzo Pantaleo ?? una comoda e accogliente dimora nel pieno centro cittadino che occupa il secondo piano di un palazzo, risalente alla met?? dell'800, situato in una piazzetta adiacente alla via Ruggero Settimo, arteria principale della citt?? , tra il Teatro Politeama e il Teatro Massimo, nel cuore della Palermo storica e dello shopping.",3,,,Palermo,0917815608,Palazzo Pantaleo,091325471,http://www.palazzopantaleo.it,,,accoglienza,,,,info@palazzopantaleo.it,,,6,Palazzo Pantaleo,,,3357006091
,,90139,,,Marco Valenti,,120,affittacamere,,,3,,,Palermo,,Oper??,0919825946,http://www.bedandbreakfastopera.com,,,accoglienza,,,,valenti100@libero.it,,,6,Oper??,,,340/5547224
,,90151,,,Giosu?? Corrao,,119,affittacamere,,,1,,,Palermo - Mondello,,Mondello Rooms,0916841275,http://www.mondellobaglio.com,,,accoglienza,,,,mondellobaglio@libero.it,,,4,Mondello Rooms,,,3389762187
,,90123,,,,,118,affittacamere,,,3,,,Palermo,,Maison Landolina,0916169936,http://www.maisonlandolina.it,,,accoglienza,,,,info@dimorannulina.it,,,5,Maison Landolina,,,330696732
,,90133,,,,,117,affittacamere,,,3,,,Palermo,,La Locanda del Gagini,091333878,http://www.lalocandadelgagini.it,,,accoglienza,,,,info@lalocandadelgagini.it,,,3,La Locanda del Gagini,,,
,,90123,,,,,115,affittacamere,,,3,,,Palermo,,Dimora Annulina,0916169936 - 330696732,,,,accoglienza,,,,info@dimorannulina.it,,,6,Dimora Annulina,,,
,,90138,,,,,114,affittacamere,,,3,,,Palermo,,Cortile Palermo,091589084,http://www.cortilepalermo.it,,,accoglienza,,,,cortilepalermo@virgilio.it,,,4,Cortile Palermo,,,3403991402
,,90133,,,Maria Giambruno,,109,affittacamere,,,3,,,Palermo,,Alla Kala,0917434763,http://www.allakala.it,,,accoglienza,,,,info@allakala.it,,,5,Alla Kala,,,
,,90138,,,Claudia Vitale,,14,affittacamere,,"A casa di amici B&B e Guesthouse! Le due strutture si trovano al centro della citt?? di Palermo. Gli appartamenti, arredati come musei di arte contemporanea sono curati nei minimi dettagli e offrono il massimo del comfort. Le descrizione sono rilassanti, spaziose e pulite. Il design con cui sono arredate le rende uniche e differenti le une dalle altre. La sala relax con altissimi tetti a volta, ?? il luogo dove gli ospiti in un atmosfera sobria e affascinante possono incontrarsi e rilassarsi, leggere un libro, guardare la Tv, suonare diversi strumenti musicali, tra cui chitarra, percussioni e tanti altri. La ricca colazione viene servita al mattino dalle 8:30 alle 10:00 nella breakfast room. Inoltre a vostra disposizione vi ?? anche una zona cucina confortevole e ben organizzata dove potrete preparare i vostri piatti preferiti. La reception ?? in Via Volturno n??6 ed ?? organizzata in base all'orario d'arrivo da voi indicato al momento della prenotazione. Dopo il check-in vi assegneremo la camera in base alla soluzione da voi scelta e vi consegneremo le chiavi cos?? da farvi sentire a casa lontani da casa. Le opzioni di vendita delle camere sono: *standard = bagno in comune - *deluxe = bagno esterno riservato - *superior = bagno in camera",2,,,Palermo,091584884,A casa di amici 2,091584884,http://www.acasadiamici.com,,,accoglienza,,,,santo@acasadiamici.com - info@acasadiamici.com,,,6,A casa di amici 2,,,328 3172205
,,90139,,,,,13,affittacamere,,,3,,,Palermo,091324823,10 Serpotta,091324823,http://www.bb10serpotta.com,,,accoglienza,,,,info@bb10serpotta.com,,,6,10 Serpotta,,,3667534105
,,90133,,,,,116,affittacamere,,,3,,,Palermo,,Kalamarina,0915609520,,,,accoglienza,,,,info@lacambusa.it,,,4,Kalamarina,,,
,,90133,,,Donatella Petronio,,113,affittacamere,,"Il B&B Centro Storico Hotel ?? la base ideale per i Vostri soggiorni a Palermo, che siate venuti per goderne delle bellezze artistiche e storiche offerte al turista o che Vi troviate a soggiornare per motivi di lavoro o studio. Tutti i principali luoghi della citt?? sono raggiungibili in pochi minuti a piedi o con i mezzi pubblici. Il B&B si trova nel quartiere della Kalsa, al centro di un progetto di profondo rinnovamento, che ha riportato al centro storico attivit?? commerciali, uffici, ristoranti e residenze di pregio. Offriamo ai nostri Ospiti un'accoglienza di elevato livello, comfort alberghiero, il calore e la cortesia di una famiglia abituata al contatto con i viaggiatori di tutto il mondo. Non riceviamo clienti, ma ospiti, che spesso ripartono dopo essere diventati nostri amici!",2,,,Palermo,,Centro Storico,0916176904,http://www.giardinodellalloro.it,,,accoglienza,,,,info@giardinodellalloro.it,,,,Centro Storico,,,3382243541
,,90141,,,,,112,affittacamere,,"Casa Riccio si trova al centro della citt?? a due passi dalla Via Libert??, il salotto commerciale di Palermo. Vicinissima ai Teatri Massimo e Politeama ?? ben servita dai mezzi pubblici. Offre un soggiorno confortevole ed economico per scoprire Palermo e la Sicilia. A pochi passi da Casa Riccio si trovano la fermata della Metropolitana Stazione Notabartolo e la fermata del Bus Shuttle Prestia e Comand?? proveniente dall'aeroporto (fermate Piazza Mordini detta piazza Croci, e Piazza Castelnuovo Politeama). Casa Riccio si trova in un edificio fra i piu' alti della citt?? e dalla sua terrazza si gode la vista pi?? bella di Palermo.",3,,,Palermo,0915085694,Casa Riccio,091300768,http://www.casariccio.com,,,accoglienza,,,,casariccio@aruba.it,,,,Casa Riccio,,,3283199238 - 3339342245
,,90151,,,Giosu?? Corrao,,108,affittacamere,,"Al Baglio ?? un luminosissimo Bed & Breakfast situato nel cuore di Mondello a soli 50 metri dal mare e dalla piazza. In una cornice tipicamente mediterranea si inseriscono descrizione dotate di ogni comfort: aria condizionata, tv satellitare, asciugacapelli, minifrigo, cassette di sicurezza, postazione internet, collegamento wi-fi, palestra e biciclette. Bed and Breakfast a Palermo, nello splendido golfo di Mondello, per la tua vacanza in Sicilia.",1,,,Palermo - Mondello,,Al Baglio,0916841275,http://www.mondellobaglio.com,,,accoglienza,,,,mondellobaglio@libero.it,,,3,Al Baglio,,,3389762187
,,90133,,,,,110,affittacamere,,"BB22 un luogo unico e irripetibile: nel cuore del centro storico di Palermo, all'interno della foresteria di Palazzo Pantelleria, vi ritroverete in un'atmosfera molto particolare... un luogo di grande fascino, dove l'amore per il dettaglio e la passione per l'interior design si fondono in una calda accoglienza. BB22, un luogo speciale per visitare Palermo. Le camere, raffinate ed eleganti, offrono confort e stile. Sarete accolti da un'ospitalit?? tutta italiana nel cuore del centro storico di Palermo.",3,,,Palermo,,B. 22 Palazzo Pantelleria,091326214,http://www.bb22.it,,,accoglienza,,,,info@bb22.it,,,,B. 22 Palazzo Pantelleria,,,3393715863 - 3357908733
,,90128,,,,,104,ostello,,"A poche centinaia di metri dalla Cattedrale, dal Palazzo Reale e da altri importanti siti storici, Casa Marconi ?? ideale per una vacanza comoda e libera. La prossimit?? della citt?? universitaria e dei poli medici, della stazione metro Orleans collegata all'aeroporto Falcone e Borsellino, e delle fermate dei mezzi pubblici, consentono di muoversi con facilit?? e comodit??. Per la tua prossima vacanza a Palermo scegli Casa Marconi che ti accoglier?? con un soggiorno confortevole ed economico.",1,,,Palermo,,Casa Marconi,0916570611,http://www.casamarconi.it,,,accoglienza,,,,info@casamarconi.it,,,,Casa Marconi,,,
,,90147,,,,,103,ostello,,,1,,,Palermo - Sferracavallo,,Baia del Corallo,0916797807,http://www.ostellopalermo.it,,,accoglienza,,,,arg.sicilia@aighostels.com,,,23,Baia del Corallo,,,
,,90138,,,,,289,casa ferie,,,1,,,Palermo,,Figlie di Sant'Anna,0916516678 - 0916512700,,,,accoglienza,,,,,,,7,Figlie di Sant'Anna,,,
,,90136,,,,,288,casa ferie,,,1,,,Palermo - Baida,,Centro Francescano di spiritualit?? S. Giovanni Battista,091223595,http://www.ofmsicilia.it,,,accoglienza,,,,cfsbaida@ofmsicilia.it,,,43,Centro Francescano di spiritualit?? S. Giovanni Battista,,,3394326296
,,90134,,,,,290,casa ferie,,,1,,,Palermo,,Maria Immacolata,091590227,,,,accoglienza,,,,istitutoi@alice.it,,,,Maria Immacolata,,,
,,90128,,,,,95,residence,,1 monov.,3,,,Palermo,,Orleans,0916688940,,,,accoglienza,,,,info@hotelorleans.it,,,,Orleans,,,
,,90143,,,,,102,residence,,30 biv. 6 monov.,3,,,Palermo,,Torreata residence Hotel,091540049,http://www.torreata.it,,,accoglienza,,,,info@torreata.it,,,,Torreata residence Hotel,,,
,,90139,,,,,101,residence,,16 biv. 4 monov.,4,,,Palermo,,Residenza d'Aragona,0916622222,http://www.residenzadaragona.it,,,accoglienza,,,,info@residenzadaragona.it,,,,Residenza d'Aragona,,,
,,90134,,,,,94,residence,,"All'interno del perimetro murario che i Fenici edificarono nel IV secolo a.C. per delimitare il primo nucleo della citt??, a pochi passi dai Quattro Canti, in via del Celso 14, c'?? un piccolo palazzo con una bifora del '300 incastonata nel prospetto. Sui resti delle mura poderose del monastero del Gran Cancelliere distrutto nei bombardamenti dell'ultima guerra, crescono spontanei il sommacco, l'acacia e l'agave e, un tempo, anche un grande gelso ombreggiava la via. Nuvole Residenza si trova qui, alle spalle della Chiesa di Santa Ninfa dei Crociferi, in un magico angolo di quiete. Due grandi appartamenti, che formano un sistema di descrizione e suites, sono arredati con ironia, accostando sapientemente mobili di varia provenienza: mobili d'epoca, di design e mobili realizzati da artigiani di Palermo, su progettazione e ideazione di Gaetano Cipolla. Le camere e gli spazi comuni ospitano a rotazione parte della collezione d'arte moderna e contemporanea dell'Associazione Nuvole Galleria.",3,,,Palermo,,Nuvole Residenza ai Quattro Canti,0917831299,http://www.nuvoleresidenza.it,,,accoglienza,,,,info@nuvoleresidenza.it,,,,Nuvole Residenza ai Quattro Canti,,,388/8065358
,,90149,,,,,93,residence,,10 biv. 1 triv. 10 bung.,4,,,Palermo - Addaura,,La Marsa Vacances,0916841346 - 091455193,http://www.lamarsa.it,,,accoglienza,,,,info@lamarsa.it,,,,La Marsa Vacances,,,
,,90133,,,,,97,residence,,1 app.to,3,,,Palermo,,residence Ambasciatori,0916166881,http://www.ambasciatorihotelpalermo.com,,,accoglienza,,,,booking@ambasciatorihotelpalermo.com,,,,residence Ambasciatori,,,
,,90134,,,,,96,residence,,15 monov. 2 biv.,4,,,Palermo,,Palazzo Brunaccini,091586904,,,,accoglienza,,,,booking@palazzobrunaccini.it,,,,Palazzo Brunaccini,,,3409159048
,,90143,,,,,99,residence,,"Posto in una zona residenziale nella parte nord di Palermo, il Marbela residence dista 10 minuti in auto dal centro citt?? e offre circa 50 unit?? abitative tra appartamenti arredati e corredati e descrizione moderne ed eleganti provviste di TV a schermo piatto e di angolo cottura. Gli appartamenti e le camere sono climatizzate, dotate di cucina attrezzata e di un'area soggiorno e pranzo, con grandi terrazze panoramiche sul Monte Pellegrino e il porto di Palermo, tutte con bagno in camera con vasca e doccia. In ognuna troverete anche una TV satellitare, phon, forno,cassaforte e biancheria completa da letto, bagno e cucina. Il personale ?? disponibile 24 ore su 24 e sar?? lieto di fornirvi il servizio di noleggio auto e biciclette. Il Marbela giace proprio davanti al parco Favorita e a 15 minuti a piedi dal porto di Palermo, da dove partono i traghetti per Genova, Civitavecchia e Salerno.",3,,,Palermo,,Marbela residence,0916241111 - 0917212111,http://www.marbelaresidence.com,,,accoglienza,,,,info@marbelaresidence.com,,,,Marbela residence,,,
,,90149,,,,30,100,residence,,l'Addaura Hotel residence Congressi dispone di un totale di 80 unit?? abitative tutte con bagno privato: 50 camere d'albergo per 92 posti letto e 30 residence per 112 posti letto.,3,,,Palermo,0916842255,Addaura Hotel residence Congressi,0916842222,http://www.addaura.it,,,accoglienza,,,,hotel@addaura.it,,,50,Addaura Hotel residence Congressi,,,366 6504190
,,90142,,,,,390,discoteca,,,,,,Palermo,,Tonnara Florio (Kursal Tonnara Vergine Maria),091/6375611,http://www.tonnaraflorio.com/discoteca.htm,,19:00,divertimento,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,discoteca@tonnaraflorio.com,01:00,,,Tonnara Florio (Kursal Tonnara Vergine Maria),,,
,,90149,,,,,358,discoteca,,,,,,Palermo,,Country Disco Club,091/304977,http://www.countrydiscoclub.com,,22:30,divertimento,"venerdi,sabato",,,robertobianconi@inwind.it,03:00,,,Country Disco Club,,,
,,90142,,,,,417,discoteca,,,,,,Palermo,,Magazzini,,,,,divertimento,,,,,,,,Magazzini,,,
,,90146,,,,,339,discoteca,,,,,,Palermo,,Rise up,,,,22:30,divertimento,"venerdi,sabato",,,,03:00,,,Rise up,,,3388137792 - 3470541647
,,90147,,,,,523,discoteca,,,,,,Palermo - Sferracavallo,,Baia del Corallo,,,,21:00,divertimento,"venerdi,sabato,domenica",,,,00:00,,,Baia del Corallo,,,330851289
,,90121,,,,,311,discoteca,,,,,,Palermo,,Casa Cuba,091/495153,,,,divertimento,,,,,,,,Casa Cuba,,,
,,90147,,,,,351,discoteca,,,,,,Palermo,,Scalea Club,091/243946,http://www.scaleaclub.com,,23:00,divertimento,sabato,,,princessscalea@tin.it,02:00,,,Scalea Club,,,3313153269
,,90146,,,,,361,discoteca,sabato: chiusura alle 03:00,,,,,Palermo,,Villa Partanna,091/6841594,,,16:00,divertimento,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato",,,villapartanna@gmail.com,01:30,,,Villa Partanna,,,3296212634
,,90151,,,,,354,discoteca,,,,,,Palermo,,Goa,330851289,http://www.goazone.it,,22:30,divertimento,"venerdi,sabato",,,dan.bar@tin.it,03:00,,,Goa,,,3284180075 - 3933306697
,,90133,,,,,373,"pub, discopub",,,,,,Palermo,,Fusorario,,,,21:00,"divertimento, ristoro","lunedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,04:00,,,Fusorario,,,
,,90133,,,,,402,"pub, discopub",,,,,,Palermo,,Le Cupolette,091/6572922,,,21:00,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,03:00,,,Le Cupolette,,,
,,90139,,,,,327,"pub, discopub",domenica aperto dalle 16:00 alle 02:00,,,,,Palermo,,Di Martino Drinks & Brunch,091/6118820,,,08:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,02:00,,,Di Martino Drinks & Brunch,,,
,,90143,,,,,337,"pub, discopub",,,,,,Palermo,,Caf?? 442,091/549431,http://www.cafe442.it,,,"divertimento, ristoro",,,,,,,,Caf?? 442,,,
,,90141,,,,,344,"pub, discopub",,,,,,Palermo,,Basquiat Caf??,091/6090090,http://www.basquiatcafe.altervista.org,,19:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,basquiatcafe@libero.it,02:00,,,Basquiat Caf??,,,
,,90133,,,,,412,"pub, discopub",,,,,,Palermo,,Lizard Pub,,http://www.lizardpub.com,,,"divertimento, ristoro",,,,info@lizardpub.com,,,,Lizard Pub,,,
,,90133,,,,,292,"pub, discopub",,,,,,Palermo,,Aboriginal Caf??,091/6622229,http://www.aboriginalcafe.com,,18:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,info@aboriginalcafe.com,03:00,,,Aboriginal Caf??,,,
,,90141,,,,,383,"pub, discopub",,,,,,Palermo,,Jackass,091/6261221,http://www.ristorantiitaliani.it/jackass,,18:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,jackass@ristorantiitaliani.it,02:00,,,Jackass,,,
,,90141,,,,,394,"pub, discopub",,,,,,Palermo,,Kovacs,091/6115151,,,19:00,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,01:30,,,Kovacs,,,
,,90133,,,,,415,"pub, discopub","venerdi,sabato: chiusura alle 03:00",,,,,Palermo,,Lulu Pub,,,,20:00,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,pasquale.dipollina@libero.it,02:00,,,Lulu Pub,,,3282766812 - 3491936985
,,90134,,,,,294,"pub, discopub",,,,,,Palermo,,Ai bastioni,,,,19:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato",,,,02:00,,,Ai bastioni,,,
,,90141,,,,,313,"pub, discopub",,,,,,Palermo,,CCP Agricantus Pub,091/309636,http://www.agricantus.org,,20:00,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,francesca@agricantus.org,01:30,,,CCP Agricantus Pub,,,
,,90139,,,,,315,"pub, discopub",,,,,,Palermo,,Chatoull'S Bistrot,,,,18:00,"divertimento, ristoro","mercoledi,giovedi,venerdi,sabato,domenica",,,,03:00,,,Chatoull'S Bistrot,,,
,,90134,,,,,330,"pub, discopub",,,,,,Palermo,,Easy Malox,,,,,"divertimento, ristoro",,,,,,,,Easy Malox,,,
,,90134,,,,,291,"pub, discopub",,,,,,Palermo,,A scalunata,,,,,"divertimento, ristoro",,,,,,,,A scalunata,,,
,,90133,,,,,305,"pub, discopub",,,,,,Palermo,,Bisogno di vino,,,,,"divertimento, ristoro",,,,,,,,Bisogno di vino,,,349 2821326
,,90138,,,,,371,"pub, discopub",,,,,,Palermo,,Exit,,http://www.exitdrinks.com,,22:00,"divertimento, ristoro","mercoledi, giovedi e sabato, domenica",,,info@exitdrinks.com,03:00,,,Exit,"Durante la stagione estiva il locale si trasferisce in Villa Pantelleria, Vicolo Pantelleria, 10",,3487814698
,,90144,,,,,307,"pub, discopub",,,,,,Palermo,,Caf?? Moma,091/7829603,,,,"divertimento, ristoro",,,,,,,,Caf?? Moma,,,
,,90134,,,,,356,"pub, discopub",giovedi chiusura all'01:00,,,,,Palermo,091327151,I Candelai,091/327151,http://www.candelai.it,,21:00,"divertimento, ristoro","giovedi,venerdi,sabato",,,candelai@candelai.it,03.00,,,I Candelai,,,3337002942
,,90139,,,,,367,"pub, discopub",,,,,,Palermo,,Officina Di Dio,,,,18:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato",,,ohmiodio@virgilio.it,01:00,,,Officina Di Dio,,,3346947185
,,90144,,,,,368,"pub, discopub",,,,,,Palermo,,Birreria Warsteiner,091/6268129,,,19:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,03:00,,,Birreria Warsteiner,,,
,,90141,,,,,375,"pub, discopub",,,,,,Palermo,,Gentleman Loser,091/320436,,,,"divertimento, ristoro",,,,,,,,Gentleman Loser,,,
,,90141,,,,,376,"pub, discopub",,,,,,Palermo,,Hirsch,091347825,,,18:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,totoadamo@live.it,03:00,,,Hirsch,,,
,,90142,,,,,379,"pub, discopub","lunedi: apertura alle 22.00, chiusura alle 03.00; martedi: apertura alle 22.00, chiusura alle 23.00",,,,,Palermo,,Il Moro,091/546213 - 091/364990,,,21:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,04:00,,,Il Moro,,,
,,90133,,,,,293,"pub, discopub",,,,,,Palermo,,Abu Nawas,091/328861,,,,"divertimento, ristoro",,,,,,,,Abu Nawas,,,
,,90141,,,,,348,"pub, discopub",,,,,,Palermo,,Santa Monica,091/324735,,,12:30,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,02:30,,,Santa Monica,,,
,,90133,,,,,369,"pub, discopub",,,,,,Palermo,,I Grilli Gi??,091/6111243,,,19:30,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,giuseppemaranzano@yahoo.it,02:00,,,I Grilli Gi??,,,3288284265
,,90146,,,,,424,"pub, discopub",,,,,,Palermo,,Malaluna Club,,http://www.malaluna.it,,22:00,"divertimento, ristoro",da venerdi a domenica,,,malaluna@malaluna.it,03:00,,,Malaluna Club,,,335460022
,,90134,,,,,427,"pub, discopub",,,,,,Palermo,,Malavoglia,091/334619,,,16:00,"divertimento, ristoro","lunedi,mercoledi,giovedi,venerdi,sabato,domenica",,,caffemalavoglia@hotmail.com,02:00,,,Malavoglia,,,
,,90134,,,,,434,"pub, discopub",,,,,,Palermo,,Mescal Tapas,,,,19:30,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,03:00,,,Mescal Tapas,,,
,,90133,,,,,451,"pub, discopub",,,,,,Palermo,,Pata Palo da Ignazio,,,,19:00,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,02:00,,,Pata Palo da Ignazio,,,3928649024
,,90139,,,,,518,"pub, discopub",,,,,,Palermo,,Luppolo - L'Ottavo Nano,091/6123877,http://www.lottavonano.it/,,18:00,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,01:30,,,Luppolo - L'Ottavo Nano,,,
,,90139,,,,,519,"pub, discopub",,,,,,Palermo,,Taverna dell'artista,,,,18:30,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,press@kronoseventi.it,01:00,,,Taverna dell'artista,,,
,,90146,,,,,520,"pub, discopub",,,,,,Palermo,,Nashville,091/519846,http://www.nashvillepub.it/,,19:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,bru46@msn.com,01:30,,,Nashville,,,
,,90133,,,,,514,"pub, discopub","lunedi,martedi,mercoledi,giovedi: chiusura alle 01.00",,,,,Palermo,,Mikalsa,,http://www.mikalsa.it/,,20:30,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,info@mikalsa.it,02:00,,,Mikalsa,,,3489732254
,,90146,,,,,500,"pub, discopub",,,,,,Palermo,,Villa Niscemi Pub,091/6880820,http://www.villaniscemipub.it/,,18:30,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,info@villaniscemipub.it,02:30,,,Villa Niscemi Pub,,,
,,90145,,,,,506,"pub, discopub",,,,,,Palermo,,Zsa Zsa Mon Amour,091/6817516,http://www.zsazsamonamour.com/,,21:30,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,info@zsazsamonamour.com,03:00,,,Zsa Zsa Mon Amour,,,
,,90145,,,,,498,"pub, discopub",,,,,,Palermo,091/6823663,Taco Loco,091/6823663,http://www.tacoloco.it,,19:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,tacoloco@tacoloco.it,03:00,,,Taco Loco,,,
,,90144,,,,,372,cocktail bar,,,,,,Palermo,,Fashion Club,091/517825,,,19:30,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,fashion106pa@libero.it,02:00,,,Fashion Club,,,
,,90144,,,,,454,"cocktail bar, american bar, ristorante",,,,,,Palermo,,Jumeirah,091/625 4071,http://www.jumeirahpalermo.it,,,"divertimento, ristoro",,,,info@jumeirahpalermo.it,,,,Jumeirah,,,
,,90138,,,,,346,cocktail bar,,,,,,Palermo,,Rocket Bar,,,,18:30,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,rocket-bar@hotmail.it,03:00,,,Rocket Bar,,,
,,90133,,,,,448,cocktail bar,,,,,,Palermo,,Mood (ex Tina Pica),091/6123934,,,20:00,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,info@tinapica.it,02:00,,,Mood (ex Tina Pica),,,
,,90133,,,,,297,cocktail bar,,,,,,Palermo,,Il Siciliano,,http://www.ilsiciliano.eu,,18:00,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,02:00,,,Il Siciliano,,,
,,90139,,,,,298,cocktail bar,,,,,,Palermo,,Al Viale American Bar,091/6090133,,,10:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,03:00,,,Al Viale American Bar,,,
,,90139,,,,,304,cocktail bar,,,,,,Palermo,,Berlin Caf??,091/334398 - 091/584897,,,19:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato",,,,03:00,,,Berlin Caf??,,,
,,90133,,,,,332,cocktail bar,,,,,,Palermo,,Drunks,,,,19:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,alcronic@hotmail.it,02:00,,,Drunks,,,3204115312
,,90133,,,,,316,cocktail bar,,,,,,Palermo,,Cortile Patania,091/7434772,,,17:00,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,03:00,,,Cortile Patania,,,
,,90134,,,,,408,cocktail bar,,,,,,Palermo,,Litania,,,,20:00,"divertimento, ristoro","giovedi,venerdi,sabato",,,,02:30,,,Litania,,,
,,90145,,,,,410,cocktail bar,,,,,,Palermo,,Lizard,091/6813948,http://www.lizardpalermo.com/,,19:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato",,,info@lizardpalermo.net,03:00,,,Lizard,,,3929697942
,,90134,,,,,430,cocktail bar,giovedi: chiusura alle 03.00; venerdi: chiusura alle 03.00; sabato: chiusura alle 04.00,,,,,Palermo,,Cotton Club Caf??,091331246 - 091588063,http://www.cottonclublounge.com/,,07:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,info@cottonclubcafe.it,02:00,,,Cotton Club Caf??,,,
,,90145,,,,,450,"cocktail bar, pizzeria, ristorante, panineria",,,,,,Palermo,,Oceania,091/6816966,http://www.oceaniaristorazione.it,,06:30,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,oceaniaristorazione@ristorantiitaliani.it,02:00,,,Oceania,,,
,,90133,,,,,453,cocktail bar,,,,,,Palermo,,Zamm??,,,,19:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,03:00,,,Zamm??,,,
,,90141,,,,,503,cocktail bar,domenica: chiusura alle 00.00,,,,,Palermo,,Vinile,,https://it.foursquare.com/v/vinile/4d93755ef10ea09322fc291e,,19:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,"02:00, da lunedi a sabato",,,Vinile,,,
,,90133,,,,,522,cocktail bar,,,,,,Palermo,,Bukowski,,,,20:00,"divertimento, ristoro","lunedi,giovedi,venerdi,sabato,domenica",,,,03:00,,,Bukowski,,,
,,90142,,,,,510,cocktail bar,,,,,,Palermo - Addaura,,Phi Beach,091/6849217,,,09:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,02:00,,,Phi Beach,Stabilimento balneare di giorno elegante lounge bar di sera,,3296999079
